Style,Name,Trajectory Type,Kalz Centrality,Global Clustering,Square Clustering,Harmonic Centrality,Betweenness Centrality,Closeness Centrality,Tonnetz,Instruments,Number Of Instr,Tempo,Time Signature 
reels,reels_simple_chords_110,Trajectory With Future,0.321839341708956,0.25925925925925924,0.33693860673810544,5.833333333333333,0.06372549019607844,0.2895927601809955,"[3, 4, 5]",[],0,132,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_111,Trajectory With Future,0.3085437802571611,0.19999999999999998,0.3095620544868665,6.166666666666666,0.059454191033138405,0.2664473684210526,"[3, 4, 5]",[],0,192,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_114,Trajectory With Future,0.23992537163869046,0.27651515151515144,0.3719921054473486,11.066666666666668,0.07638387387263681,0.18646934460887948,"[2, 3, 7]",[],0,183,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_115,Trajectory With Future,0.3701535364396242,0.21428571428571425,0.4073729491796719,5.0,0.11538461538461538,0.34615384615384615,"[2, 3, 7]",[],0,180,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_116,Trajectory With Future,0.3675387550737182,0.312962962962963,0.43562092995252244,7.0,0.06740196078431372,0.3764705882352941,"[2, 3, 7]",[],0,240,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_117,Trajectory With Future,0.30883203628032957,0.275,0.3537550281843761,6.333333333333333,0.10526315789473684,0.28421052631578947,"[3, 4, 5]",[],0,218,"[<music21.meter.TimeSignature 2/4>, <music21.meter.TimeSignature 2/4>]"
reels,reels_simple_chords_12,Trajectory With Future,0.22711058449129257,0.27777777777777773,0.40399136015769227,11.566666666666668,0.09569157873104418,0.17586436170212766,"[2, 3, 7]",[],0,210,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_120,Trajectory With Future,0.16727998790020576,0.28431372549019607,0.31822832482275204,10.273015873015867,0.12211668928086838,0.09449843804234641,"[3, 4, 5]",[],0,212,"[<music21.meter.TimeSignature 2/4>, <music21.meter.TimeSignature 2/4>]"
reels,reels_simple_chords_121,Trajectory With Future,0.30083505428096324,0.18181818181818182,0.3544890386293548,6.666666666666666,0.1142857142857143,0.26455026455026454,"[3, 4, 5]",[],0,230,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_122,Trajectory With Future,0.26156421981311856,0.20833333333333331,0.31619180878275827,7.499999999999999,0.10256410256410257,0.21583652618135377,"[3, 4, 5]",[],0,160,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_123,Trajectory With Future,0.153210916358515,0.2631578947368421,0.25870107668025366,10.850310800310794,0.12324324324324325,0.08692063492063493,"[3, 4, 5]",[],0,174,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_126,Trajectory With Future,0.33089434957237845,0.27777777777777773,0.6202397052960963,8.333333333333334,0.07971014492753621,0.30946291560102307,"[2, 3, 7]",[],0,220,"[<music21.meter.TimeSignature 2/4>, <music21.meter.TimeSignature 2/4>]"
reels,reels_simple_chords_127,Trajectory With Future,0.13563453483013144,0.25,0.23242763795271162,11.76863691863691,0.12155212716222534,0.07154933387434909,"[3, 4, 5]",[],0,217,"[<music21.meter.TimeSignature 2/4>, <music21.meter.TimeSignature 2/4>]"
reels,reels_simple_chords_128,Trajectory With Future,0.21587487939918257,0.24444444444444444,0.3216259626815982,10.052380952380947,0.12210915818686402,0.15209890741805634,"[3, 4, 5]",[],0,194,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_129,Trajectory With Future,0.3057173778604938,0.2833333333333333,0.36904724230109925,6.333333333333333,0.11695906432748537,0.28421052631578947,"[3, 4, 5]",[],0,180,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_13,Trajectory With Future,0.20807596937860132,0.2366666666666667,0.3266156370974878,10.205158730158725,0.12159863945578231,0.136687233032748,"[3, 4, 5]",[],0,226,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_132,Trajectory With Future,0.29299315859494635,0.2727272727272727,0.32506631761797533,6.583333333333333,0.0761904761904762,0.2506265664160401,"[3, 4, 5]",[],0,124,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_133,Trajectory With Future,0.3221462504233793,0.3425925925925926,0.3713875980401255,6.0,0.08823529411764705,0.3137254901960784,"[3, 4, 5]",[],0,132,"[<music21.meter.TimeSignature 2/2>, <music21.meter.TimeSignature 2/2>]"
reels,reels_simple_chords_134,Trajectory With Future,0.3036938443891707,0.20694444444444446,0.41217159741041853,7.416666666666666,0.1126482213438735,0.2630434782608696,"[3, 4, 5]",[],0,140,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_135,Trajectory With Future,0.18950380893545718,0.30166666666666664,0.30243056390336037,11.577380952380945,0.11104617182933955,0.1284165521453657,"[3, 4, 5]",[],0,89,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_138,Trajectory With Future,0.28470214308130426,0.28717948717948716,0.32959984018965083,7.916666666666666,0.09744444444444446,0.2504347826086956,"[3, 4, 5]",[],0,178,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_139,Trajectory With Future,0.2087236590729347,0.22619047619047614,0.2857486510991391,8.88333333333333,0.11097560975609756,0.150093808630394,"[3, 4, 5]",[],0,213,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_14,Trajectory With Future,0.21814265222534027,0.2958333333333333,0.2903922487287149,8.277380952380952,0.1214574898785425,0.14240631163708087,"[3, 4, 5]",[],0,156,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_140,Trajectory With Future,0.3367852648850453,0.3333333333333333,0.3711592970521542,5.5,0.04920634920634921,0.32666666666666666,"[3, 4, 5]",[],0,200,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_141,Trajectory With Future,0.3367852648850453,0.3333333333333333,0.3711592970521542,5.5,0.04920634920634921,0.32666666666666666,"[3, 4, 5]",[],0,204,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_144,Trajectory With Future,0.18501746962664062,0.2973958333333333,0.27788339071003887,11.24246031746031,0.12211981566820276,0.10818417201395925,"[3, 4, 5]",[],0,223,"[<music21.meter.TimeSignature 2/4>, <music21.meter.TimeSignature 2/4>]"
reels,reels_simple_chords_145,Trajectory With Future,0.36531791297712357,0.2619047619047619,0.3858482612060104,5.0,0.0641025641025641,0.34615384615384615,"[3, 4, 5]",[],0,148,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_146,Trajectory With Future,0.26515419390888956,0.30980392156862746,0.7597614901239211,8.93333333333333,0.11458333333333334,0.1989121989121989,"[3, 4, 5]",[],0,113,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_147,Trajectory With Future,0.2961743825003803,0.2208333333333333,0.3682237168078129,7.116666666666666,0.07542819499341237,0.2505175983436853,"[3, 4, 5]",[],0,231,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_15,Trajectory With Future,0.15521402851631874,0.2679245283018868,0.26637383923469654,13.967993934170398,0.12362637362637363,0.06812799193751574,"[3, 4, 5]",[],0,156,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_150,Trajectory With Future,0.2832655753318873,0.24285714285714285,0.3467850402633012,8.25,0.10256410256410257,0.24074074074074073,"[3, 4, 5]",[],0,160,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_151,Trajectory With Future,0.20753309772480516,0.24935897435897433,0.33054839356868965,11.299999999999997,0.13176470588235292,0.157114127702363,"[3, 4, 5]",[],0,176,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_152,Trajectory With Future,0.2153986210200697,0.25869565217391305,0.31340420746653636,10.126190476190473,0.11363636363636363,0.15587761674718195,"[3, 4, 5]",[],0,147,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_153,Trajectory With Future,0.14923412808086967,0.2652777777777778,0.2383730825932003,12.39479578728804,0.12228443449048153,0.07198957145184944,"[3, 4, 5]",[],0,169,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_156,Trajectory With Future,0.19560241103244344,0.2569444444444444,0.2946999831316602,9.359523809523804,0.12025901942645699,0.1339918946301925,"[3, 4, 5]",[],0,200,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_157,Trajectory With Future,0.20077757488171163,0.28985507246376807,0.30971351185218643,9.266666666666662,0.12222222222222222,0.14152046783625732,"[3, 4, 5]",[],0,198,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_158,Trajectory With Future,0.1718693671132216,0.2654166666666667,0.326006913497218,11.912005478181946,0.12333657903278156,0.08556962025316456,"[3, 4, 5]",[],0,163,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_159,Trajectory With Future,0.14964357081775662,0.24779874213836478,0.3024413262841545,13.62098626347852,0.12380952380952381,0.07074829931972788,"[3, 4, 5]",[],0,160,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_162,Trajectory With Future,0.20588589712950797,0.2936507936507936,0.25721915057272887,8.966666666666661,0.12195121951219512,0.1524390243902439,"[3, 4, 5]",[],0,237,"[<music21.meter.TimeSignature 2/4>, <music21.meter.TimeSignature 2/4>]"
reels,reels_simple_chords_163,Trajectory With Future,0.20273197405020793,0.2455128205128205,0.30653274551726545,10.402380952380945,0.11849673202614379,0.13616557734204793,"[3, 4, 5]",[],0,162,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_164,Trajectory With Future,0.23038848460199038,0.2173611111111111,0.24663175559254957,10.659523809523806,0.09435707678075857,0.15418245409501602,"[3, 4, 5]",[],0,211,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_165,Trajectory With Future,0.27385103387353527,0.2263157894736842,0.3733889858430004,10.750000000000002,0.11286286286286287,0.22453222453222454,"[3, 4, 5]",[],0,113,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_168,Trajectory With Future,0.2562476204960111,0.33425925925925926,0.542528043144396,9.333333333333332,0.10168067226890756,0.2013937282229965,"[3, 4, 5]",[],0,187,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_169,Trajectory With Future,0.2928105201383899,0.2727272727272727,0.3370562099140586,6.666666666666666,0.1,0.26455026455026454,"[3, 4, 5]",[],0,216,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_170,Trajectory With Future,0.20917935742126217,0.3046666666666667,0.35713427988169805,10.526190476190472,0.1092687074829932,0.14512471655328796,"[3, 4, 5]",[],0,125,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_171,Trajectory With Future,0.16563610838819573,0.22881944444444446,0.3452658305673317,14.869094794094794,0.12877939529675253,0.09852809991079393,"[3, 4, 5]",[],0,82,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_174,Trajectory With Future,0.3866811026288776,0.3619047619047619,0.5554474776923757,5.5,0.06623931623931623,0.3956043956043956,"[2, 3, 7]",[],0,217,"[<music21.meter.TimeSignature 2/4>, <music21.meter.TimeSignature 2/4>]"
reels,reels_simple_chords_175,Trajectory With Future,0.22843602351816553,0.2128205128205128,0.3608225108891123,11.80238095238095,0.12235294117647058,0.1702069716775599,"[3, 4, 5]",[],0,182,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_176,Trajectory With Future,0.1844426158485825,0.2575268817204301,0.30648098207945823,10.274206349206342,0.12240437158469945,0.10691375623663578,"[3, 4, 5]",[],0,120,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_177,Trajectory With Future,0.2944867516151848,0.2196969696969697,0.3303585341521089,6.666666666666666,0.05952380952380952,0.26455026455026454,"[3, 4, 5]",[],0,223,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_18,Trajectory With Future,0.22681551789411852,0.2333333333333333,0.3483491964028889,10.349999999999998,0.12993724621631597,0.17093023255813952,"[3, 4, 5]",[],0,240,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_180,Trajectory With Future,0.1974535248041103,0.2986111111111111,0.30717013014573774,9.302380952380947,0.1228800493370336,0.13087580405739732,"[3, 4, 5]",[],0,165,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_181,Trajectory With Future,0.26295018806811904,0.2596491228070176,0.47043126225775467,10.116666666666667,0.08983983983983983,0.19901719901719905,"[2, 3, 7]",[],0,77,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_182,Trajectory With Future,0.2784528989931968,0.25666666666666665,0.32498981810860994,8.5,0.09601219798264134,0.2252873563218391,"[3, 4, 5]",[],0,204,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_183,Trajectory With Future,0.210834108192278,0.21266666666666662,0.29064787849654256,10.99285714285714,0.12074829931972789,0.1588527302813017,"[3, 4, 5]",[],0,132,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_186,Trajectory With Future,0.3243670962690466,0.30666666666666664,0.5154086143741317,6.666666666666666,0.08869395711500974,0.30451127819548873,"[3, 4, 5]",[],0,238,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_187,Trajectory With Future,0.34286190940906425,0.28125,0.4024866998081284,5.5,0.06507936507936508,0.32666666666666666,"[3, 4, 5]",[],0,206,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_188,Trajectory With Future,0.22613307724333695,0.2813333333333333,0.36149352005064733,11.549999999999999,0.08092484413012627,0.16326530612244897,"[3, 4, 5]",[],0,187,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_189,Trajectory With Future,0.10731607382651374,0.2532051282051282,0.2813154717962839,13.423439656543025,0.12366987850858818,0.04327105532039118,"[3, 4, 5]",[],0,233,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_19,Trajectory With Future,0.19130317640881508,0.2761904761904762,0.2681778180038218,10.305988455988452,0.12255892255892256,0.12049586776859504,"[3, 4, 5]",[],0,162,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_192,Trajectory With Future,0.32732450015484515,0.2962962962962963,0.40037589369508775,6.0,0.08823529411764705,0.3137254901960784,"[3, 4, 5]",[],0,125,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_193,Trajectory With Future,0.15755349021287113,0.2865079365079365,0.2984801847444797,12.575468975468967,0.12004114017043786,0.08922031739291969,"[3, 4, 5]",[],0,198,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_194,Trajectory With Future,0.2593765714736605,0.2833333333333334,0.37424004418950035,9.500000000000002,0.12026515151515152,0.22816399286987524,"[3, 4, 5]",[],0,86,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_195,Trajectory With Future,0.19735524649996594,0.26728395061728394,0.25906910396493826,10.835714285714278,0.09714914432486897,0.1342601787487587,"[3, 4, 5]",[],0,226,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_198,Trajectory With Future,0.3221462504233793,0.3425925925925926,0.3713875980401255,6.0,0.08823529411764705,0.3137254901960784,"[3, 4, 5]",[],0,113,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_199,Trajectory With Future,0.24441419211406612,0.30952380952380953,0.37383218437318316,10.816666666666668,0.09640846851052243,0.1912960306073649,"[2, 3, 7]",[],0,138,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_2,Trajectory With Future,0.17285987249635712,0.23063063063063058,0.2575588920700241,12.052813852813845,0.09836248556843863,0.09808521910239915,"[3, 4, 5]",[],0,173,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_20,Trajectory With Future,0.14434440462578027,0.23674242424242423,0.2811056782809327,11.482850482850475,0.12349639133921411,0.07617517406171467,"[3, 4, 5]",[],0,132,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_200,Trajectory With Future,0.22183085098155395,0.27,0.28161173688210533,11.65,0.0740309365303646,0.17036379769299023,"[2, 3, 7]",[],0,180,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_201,Trajectory With Future,0.3000568139883739,0.2388888888888889,0.3728034818495345,7.416666666666666,0.0787220026350461,0.2630434782608696,"[3, 4, 5]",[],0,210,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_204,Trajectory With Future,0.1651898057313667,0.2587301587301587,0.2905774064443708,13.478246753246749,0.12342051131354688,0.09831559246695519,"[3, 4, 5]",[],0,106,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_205,Trajectory With Future,0.21278017785523778,0.2632183908045977,0.3500619966841314,12.852380952380951,0.10102246864217583,0.15629984051036683,"[3, 4, 5]",[],0,122,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_206,Trajectory With Future,0.31469589275682314,0.2863636363636364,0.33696777801635364,7.333333333333333,0.10714285714285715,0.2976190476190476,"[3, 4, 5]",[],0,154,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_207,Trajectory With Future,0.19563669895340835,0.25,0.27528956037583246,9.40119047619047,0.12025901942645699,0.1339918946301925,"[3, 4, 5]",[],0,193,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_21,Trajectory With Future,0.1754310612234093,0.23055555555555554,0.265750117375044,9.948845598845594,0.12273524254821741,0.10637490513534024,"[3, 4, 5]",[],0,150,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_210,Trajectory With Future,0.18247571435053453,0.24687499999999998,0.30515569269497367,11.565873015873008,0.1300563236047107,0.11556036556036556,"[3, 4, 5]",[],0,111,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_211,Trajectory With Future,0.1574954471031025,0.19924242424242422,0.2723068486580955,13.066305916305907,0.1218925421010425,0.08892415716827778,"[3, 4, 5]",[],0,195,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_212,Trajectory With Future,0.16502513165917226,0.26396396396396393,0.2419357311612625,12.193650793650784,0.09765832116948592,0.1026209517776546,"[3, 4, 5]",[],0,166,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_213,Trajectory With Future,0.22569227135485828,0.26666666666666666,0.3363624446022783,13.100000000000001,0.07452674891429217,0.19765970904490826,"[2, 3, 7]",[],0,137,"[<music21.meter.TimeSignature 2/2>, <music21.meter.TimeSignature 2/2>]"
reels,reels_simple_chords_216,Trajectory With Future,0.17641330866827207,0.26190476190476186,0.2509345231038828,9.97857142857142,0.12255892255892256,0.1172968624296058,"[3, 4, 5]",[],0,223,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_217,Trajectory With Future,0.18139759997460367,0.25,0.29888154644449444,8.723088023088026,0.12255892255892256,0.09334186939820742,"[1, 2, 9]",[],0,224,[<music21.meter.TimeSignature 4/4>]
reels,reels_simple_chords_218,Trajectory With Future,0.3012866455195473,0.21071428571428572,0.37729062124186485,8.666666666666668,0.0704653371320038,0.2721417069243156,"[2, 3, 7]",[],0,210,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_219,Trajectory With Future,0.2150442606308968,0.23768115942028983,0.2821001586892418,10.076190476190472,0.12222222222222222,0.15365079365079365,"[3, 4, 5]",[],0,217,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_222,Trajectory With Future,0.2974138046409351,0.3277777777777778,0.41233136352183974,7.666666666666666,0.12055335968379446,0.2768878718535469,"[3, 4, 5]",[],0,204,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_223,Trajectory With Future,0.2937546837613211,0.2288888888888889,0.3831768332473978,9.416666666666668,0.10463288763781377,0.259946949602122,"[2, 3, 7]",[],0,135,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_224,Trajectory With Future,0.27376847089453293,0.3125,0.32570684925173005,6.999999999999999,0.11857707509881422,0.2505175983436853,"[3, 4, 5]",[],0,140,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_225,Trajectory With Future,0.15670881303811018,0.26818181818181813,0.3318954709832091,13.573015873015864,0.12910986367281474,0.09749024570283667,"[3, 4, 5]",[],0,77,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_228,Trajectory With Future,0.23054667317599822,0.21587301587301586,0.3275086737297593,10.066666666666665,0.11117886178861787,0.18066847335140016,"[2, 3, 7]",[],0,209,"[<music21.meter.TimeSignature 2/4>, <music21.meter.TimeSignature 2/4>]"
reels,reels_simple_chords_229,Trajectory With Future,0.21288590826290404,0.25942028985507243,0.24845726506160462,10.266666666666662,0.09549670722919895,0.15816993464052287,"[3, 4, 5]",[],0,227,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_230,Trajectory With Future,0.22051483404939606,0.2297101449275362,0.27472555285718736,10.516666666666664,0.09709882296804145,0.16296296296296295,"[3, 4, 5]",[],0,101,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_231,Trajectory With Future,0.2144230473083716,0.2340579710144927,0.24295959091227418,10.159523809523805,0.09122029015766878,0.15587761674718195,"[3, 4, 5]",[],0,204,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_234,Trajectory With Future,0.20522555121018105,0.23199999999999998,0.2940126466626627,10.377380952380946,0.10983560090702947,0.14335490293678446,"[3, 4, 5]",[],0,221,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_235,Trajectory With Future,0.20507634302172395,0.214,0.2867332632498296,10.451190476190472,0.10884353741496598,0.1399416909620991,"[3, 4, 5]",[],0,215,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_236,Trajectory With Future,0.20589031970828192,0.23205128205128206,0.28803511715871233,10.71071428571428,0.10758169934640521,0.1408609420779806,"[3, 4, 5]",[],0,217,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_237,Trajectory With Future,0.19523923607068852,0.24655172413793103,0.2565695577488488,10.697655122655119,0.12218045112781954,0.11558307533539731,"[3, 4, 5]",[],0,162,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_24,Trajectory With Future,0.2790393387460431,0.26388888888888884,0.29378188030035746,6.916666666666666,0.09486166007905138,0.2391304347826087,"[3, 4, 5]",[],0,179,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_240,Trajectory With Future,0.3167441216966892,0.2818181818181818,0.37388056038724815,7.333333333333333,0.0880498866213152,0.2976190476190476,"[3, 4, 5]",[],0,227,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_241,Trajectory With Future,0.32183934170895595,0.25925925925925924,0.33693860673810544,5.833333333333333,0.06372549019607844,0.2895927601809955,"[3, 4, 5]",[],0,236,"[<music21.meter.TimeSignature 2/4>, <music21.meter.TimeSignature 2/4>]"
reels,reels_simple_chords_242,Trajectory With Future,0.21747699788017205,0.26315789473684204,0.27635163717829914,8.566666666666665,0.10810810810810811,0.16522182559918408,"[3, 4, 5]",[],0,233,"[<music21.meter.TimeSignature 2/4>, <music21.meter.TimeSignature 2/4>]"
reels,reels_simple_chords_243,Trajectory With Future,0.2187035807306344,0.24999999999999994,0.2820023763860025,8.63333333333333,0.12162162162162161,0.1683991683991684,"[3, 4, 5]",[],0,211,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_246,Trajectory With Future,0.2887800992236059,0.16428571428571428,0.3965759668045849,8.5,0.11396011396011396,0.26080246913580246,"[3, 4, 5]",[],0,217,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_247,Trajectory With Future,0.321839341708956,0.25925925925925924,0.33693860673810544,5.833333333333333,0.06372549019607844,0.2895927601809955,"[3, 4, 5]",[],0,229,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
reels,reels_simple_chords_248,Trajectory With Future,0.16255001988463824,0.18414634146341463,0.27178111597558785,12.203124653124645,0.12746913580246913,0.08938048153734428,"[3, 4, 5]",[],0,111,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 4/4>]"
